Product ID,Category ,Sub-Category
PROD056508,Fast Food,Sandwiches
PROD056509,Fast Food,Burgers
PROD056510,Sessional Fruits & Vegetables,Apples
PROD056511,Sessional Fruits & Vegetables,Tomatoes
PROD056512,Furniture,Tables
PROD056513,Furniture,Sofas
PROD056514,Sessional Fruits & Vegetables,Apples
PROD056515,Electric Appliances,Refrigerators
PROD056516,Furniture,Sofas
PROD056517,Sessional Fruits & Vegetables,Carrots
PROD056518,Furniture,Sofas
PROD056519,Furniture,Beds
PROD056520,Dairy Products,Cheese
PROD056521,Sessional Fruits & Vegetables,Carrots
PROD056522,Fast Food,Pizzas
PROD056523,Dairy Products,Cheese
PROD056524,Furniture,Beds
PROD056525,Dairy Products,Cheese
PROD056526,Fast Food,Fries
PROD056527,Sessional Fruits & Vegetables,Carrots
PROD056528,Dairy Products,Yogurt
PROD056529,Electric Appliances,Refrigerators
PROD056530,Household Items,Mops
PROD056531,Electric Appliances,Washing Machines
PROD056532,Sessional Fruits & Vegetables,Tomatoes
PROD056533,Electric Appliances,Refrigerators
PROD056534,Electric Appliances,Fans
PROD056535,Dairy Products,Yogurt
PROD056536,Sessional Fruits & Vegetables,Apples
PROD056537,Furniture,Tables
PROD056538,Sessional Fruits & Vegetables,Tomatoes
PROD056539,Furniture,Tables
PROD056540,Furniture,Beds
PROD056541,Sessional Fruits & Vegetables,Mangoes
PROD056542,Electric Appliances,Fans
PROD056543,Sessional Fruits & Vegetables,Mangoes
PROD056544,Dairy Products,Yogurt
PROD056545,Household Items,Buckets
PROD056546,Furniture,Sofas
PROD056547,Household Items,Detergents
PROD056548,Electric Appliances,Washing Machines
PROD056549,Sessional Fruits & Vegetables,Tomatoes
PROD056550,Furniture,Beds
PROD056551,Household Items,Detergents
PROD056552,Fast Food,Fries
PROD056553,Fast Food,Pizzas
PROD056554,Electric Appliances,Microwaves
PROD056555,Fast Food,Fries
PROD056556,Furniture,Tables
PROD056557,Household Items,Detergents
PROD056558,Dairy Products,Yogurt
PROD056559,Fast Food,Pizzas
PROD056560,Household Items,Detergents
PROD056561,Electric Appliances,Refrigerators
PROD056562,Furniture,Tables
PROD056563,Electric Appliances,Fans
PROD056564,Household Items,Detergents
PROD056565,Household Items,Detergents
PROD056566,Dairy Products,Cheese
PROD056567,Household Items,Mops
PROD056568,Household Items,Buckets
PROD056569,Sessional Fruits & Vegetables,Apples
PROD056570,Fast Food,Burgers
PROD056571,Furniture,Sofas
PROD056572,Dairy Products,Cheese
PROD056573,Dairy Products,Milk
PROD056574,Furniture,Tables
PROD056575,Dairy Products,Milk
PROD056576,Household Items,Mops
PROD056577,Electric Appliances,Washing Machines
PROD056578,Electric Appliances,Microwaves
PROD056579,Household Items,Detergents
PROD056580,Furniture,Sofas
PROD056581,Electric Appliances,Microwaves
PROD056582,Dairy Products,Cheese
PROD056583,Dairy Products,Milk
PROD056584,Sessional Fruits & Vegetables,Tomatoes
PROD056585,Fast Food,Burgers
PROD056586,Household Items,Mops
PROD056587,Household Items,Buckets
PROD056588,Furniture,Chairs
PROD056589,Electric Appliances,Microwaves
PROD056590,Fast Food,Burgers
PROD056591,Fast Food,Pizzas
PROD056592,Sessional Fruits & Vegetables,Mangoes
PROD056593,Sessional Fruits & Vegetables,Tomatoes
PROD056594,Fast Food,Pizzas
PROD056595,Fast Food,Pizzas
PROD056596,Household Items,Utensils
PROD056597,Household Items,Utensils
PROD056598,Dairy Products,Milk
PROD056599,Furniture,Chairs
PROD056600,Furniture,Beds
PROD056601,Electric Appliances,Refrigerators
PROD056602,Fast Food,Sandwiches
PROD056603,Furniture,Tables
PROD056604,Furniture,Tables
PROD056605,Sessional Fruits & Vegetables,Carrots
PROD056606,Sessional Fruits & Vegetables,Tomatoes
PROD056607,Electric Appliances,Refrigerators
PROD056608,Household Items,Utensils
PROD056609,Electric Appliances,Microwaves
PROD056610,Furniture,Tables
PROD056611,Household Items,Buckets
PROD056612,Dairy Products,Cheese
PROD056613,Fast Food,Burgers
PROD056614,Electric Appliances,Fans
PROD056615,Household Items,Utensils
PROD056616,Fast Food,Sandwiches
PROD056617,Furniture,Tables
PROD056618,Furniture,Chairs
PROD056619,Furniture,Sofas
PROD056620,Dairy Products,Yogurt
PROD056621,Electric Appliances,Microwaves
PROD056622,Electric Appliances,Refrigerators
PROD056623,Electric Appliances,Refrigerators
PROD056624,Electric Appliances,Refrigerators
PROD056625,Fast Food,Burgers
PROD056626,Dairy Products,Yogurt
PROD056627,Sessional Fruits & Vegetables,Mangoes
PROD056628,Household Items,Detergents
PROD056629,Sessional Fruits & Vegetables,Apples
PROD056630,Fast Food,Pizzas
PROD056631,Electric Appliances,Fans
PROD056632,Electric Appliances,Refrigerators
PROD056633,Sessional Fruits & Vegetables,Tomatoes
PROD056634,Electric Appliances,Refrigerators
PROD056635,Dairy Products,Yogurt
PROD056636,Fast Food,Pizzas
PROD056637,Electric Appliances,Fans
PROD056638,Fast Food,Burgers
PROD056639,Electric Appliances,Washing Machines
PROD056640,Dairy Products,Butter
PROD056641,Household Items,Detergents
PROD056642,Dairy Products,Milk
PROD056643,Sessional Fruits & Vegetables,Tomatoes
PROD056644,Sessional Fruits & Vegetables,Mangoes
PROD056645,Furniture,Chairs
PROD056646,Dairy Products,Yogurt
PROD056647,Furniture,Chairs
PROD056648,Sessional Fruits & Vegetables,Carrots
PROD056649,Sessional Fruits & Vegetables,Apples
PROD056650,Furniture,Tables
PROD056651,Dairy Products,Milk
PROD056652,Household Items,Detergents
PROD056653,Sessional Fruits & Vegetables,Mangoes
PROD056654,Dairy Products,Butter
PROD056655,Fast Food,Pizzas
PROD056656,Household Items,Mops
PROD056657,Fast Food,Burgers
PROD056658,Electric Appliances,Refrigerators
PROD056659,Household Items,Buckets
PROD056660,Furniture,Beds
PROD056661,Electric Appliances,Washing Machines
PROD056662,Fast Food,Pizzas
PROD056663,Fast Food,Burgers
PROD056664,Dairy Products,Cheese
PROD056665,Dairy Products,Butter
PROD056666,Electric Appliances,Refrigerators
PROD056667,Sessional Fruits & Vegetables,Mangoes
PROD056668,Sessional Fruits & Vegetables,Mangoes
PROD056669,Household Items,Mops
PROD056670,Fast Food,Pizzas
PROD056671,Sessional Fruits & Vegetables,Apples
PROD056672,Electric Appliances,Microwaves
PROD056673,Household Items,Buckets
PROD056674,Electric Appliances,Washing Machines
PROD056675,Electric Appliances,Refrigerators
PROD056676,Sessional Fruits & Vegetables,Mangoes
PROD056677,Electric Appliances,Refrigerators
PROD056678,Household Items,Utensils
PROD056679,Fast Food,Burgers
PROD056680,Fast Food,Fries
PROD056681,Sessional Fruits & Vegetables,Carrots
PROD056682,Electric Appliances,Microwaves
PROD056683,Sessional Fruits & Vegetables,Tomatoes
PROD056684,Household Items,Detergents
PROD056685,Furniture,Tables
PROD056686,Sessional Fruits & Vegetables,Mangoes
PROD056687,Sessional Fruits & Vegetables,Carrots
PROD056688,Fast Food,Fries
PROD056689,Fast Food,Sandwiches
PROD056690,Household Items,Detergents
PROD056691,Fast Food,Pizzas
PROD056692,Fast Food,Sandwiches
PROD056693,Fast Food,Burgers
PROD056694,Sessional Fruits & Vegetables,Apples
PROD056695,Dairy Products,Milk
PROD056696,Fast Food,Sandwiches
PROD056697,Household Items,Utensils
PROD056698,Electric Appliances,Refrigerators
PROD056699,Fast Food,Sandwiches
PROD056700,Household Items,Utensils
PROD056701,Dairy Products,Butter
PROD056702,Dairy Products,Cheese
PROD056703,Dairy Products,Yogurt
PROD056704,Electric Appliances,Refrigerators
PROD056705,Electric Appliances,Microwaves
PROD056706,Household Items,Buckets
PROD056707,Furniture,Sofas
PROD056708,Furniture,Tables
PROD056709,Furniture,Sofas
PROD056710,Sessional Fruits & Vegetables,Mangoes
PROD056711,Sessional Fruits & Vegetables,Mangoes
PROD056712,Fast Food,Fries
PROD056713,Dairy Products,Milk
PROD056714,Furniture,Beds
PROD056715,Electric Appliances,Refrigerators
PROD056716,Fast Food,Burgers
PROD056717,Sessional Fruits & Vegetables,Mangoes
PROD056718,Sessional Fruits & Vegetables,Carrots
PROD056719,Furniture,Sofas
PROD056720,Sessional Fruits & Vegetables,Mangoes
PROD056721,Sessional Fruits & Vegetables,Carrots
PROD056722,Household Items,Detergents
PROD056723,Sessional Fruits & Vegetables,Carrots
PROD056724,Fast Food,Sandwiches
PROD056725,Sessional Fruits & Vegetables,Apples
PROD056726,Sessional Fruits & Vegetables,Mangoes
PROD056727,Electric Appliances,Washing Machines
PROD056728,Furniture,Beds
PROD056729,Furniture,Beds
PROD056730,Sessional Fruits & Vegetables,Apples
PROD056731,Electric Appliances,Fans
PROD056732,Electric Appliances,Washing Machines
PROD056733,Furniture,Chairs
PROD056734,Dairy Products,Milk
PROD056735,Household Items,Buckets
PROD056736,Sessional Fruits & Vegetables,Carrots
PROD056737,Dairy Products,Cheese
PROD056738,Dairy Products,Yogurt
PROD056739,Electric Appliances,Refrigerators
PROD056740,Electric Appliances,Refrigerators
PROD056741,Household Items,Mops
PROD056742,Furniture,Chairs
PROD056743,Household Items,Utensils
PROD056744,Dairy Products,Butter
PROD056745,Sessional Fruits & Vegetables,Tomatoes
PROD056746,Electric Appliances,Washing Machines
PROD056747,Household Items,Buckets
PROD056748,Dairy Products,Yogurt
PROD056749,Fast Food,Pizzas
PROD056750,Fast Food,Sandwiches
PROD056751,Sessional Fruits & Vegetables,Carrots
PROD056752,Sessional Fruits & Vegetables,Apples
PROD056753,Fast Food,Fries
PROD056754,Household Items,Detergents
PROD056755,Fast Food,Pizzas
PROD056756,Fast Food,Pizzas
PROD056757,Dairy Products,Yogurt
PROD056758,Sessional Fruits & Vegetables,Tomatoes
PROD056759,Electric Appliances,Fans
PROD056760,Electric Appliances,Washing Machines
PROD056761,Electric Appliances,Fans
PROD056762,Household Items,Detergents
PROD056763,Electric Appliances,Refrigerators
PROD056764,Furniture,Chairs
PROD056765,Furniture,Sofas
PROD056766,Fast Food,Sandwiches
PROD056767,Furniture,Sofas
PROD056768,Electric Appliances,Washing Machines
PROD056769,Sessional Fruits & Vegetables,Tomatoes
PROD056770,Electric Appliances,Microwaves
PROD056771,Household Items,Buckets
PROD056772,Fast Food,Pizzas
PROD056773,Sessional Fruits & Vegetables,Apples
PROD056774,Fast Food,Burgers
PROD056775,Furniture,Chairs
PROD056776,Household Items,Detergents
PROD056777,Household Items,Detergents
PROD056778,Electric Appliances,Microwaves
PROD056779,Dairy Products,Milk
PROD056780,Household Items,Mops
PROD056781,Fast Food,Pizzas
PROD056782,Furniture,Tables
PROD056783,Electric Appliances,Washing Machines
PROD056784,Furniture,Sofas
PROD056785,Fast Food,Pizzas
PROD056786,Sessional Fruits & Vegetables,Apples
PROD056787,Household Items,Detergents
PROD056788,Dairy Products,Cheese
PROD056789,Household Items,Utensils
PROD056790,Electric Appliances,Refrigerators
PROD056791,Sessional Fruits & Vegetables,Apples
PROD056792,Electric Appliances,Refrigerators
PROD056793,Dairy Products,Yogurt
PROD056794,Dairy Products,Cheese
PROD056795,Dairy Products,Milk
PROD056796,Sessional Fruits & Vegetables,Mangoes
PROD056797,Fast Food,Burgers
PROD056798,Furniture,Beds
PROD056799,Electric Appliances,Fans
PROD056800,Furniture,Chairs
PROD056801,Household Items,Mops
PROD056802,Sessional Fruits & Vegetables,Tomatoes
PROD056803,Dairy Products,Yogurt
PROD056804,Fast Food,Fries
PROD056805,Fast Food,Pizzas
PROD056806,Electric Appliances,Refrigerators
PROD056807,Dairy Products,Cheese
PROD056808,Fast Food,Burgers
PROD056809,Fast Food,Burgers
PROD056810,Sessional Fruits & Vegetables,Apples
PROD056811,Dairy Products,Butter
PROD056812,Electric Appliances,Microwaves
PROD056813,Electric Appliances,Refrigerators
PROD056814,Fast Food,Pizzas
PROD056815,Dairy Products,Cheese
PROD056816,Sessional Fruits & Vegetables,Tomatoes
PROD056817,Sessional Fruits & Vegetables,Mangoes
PROD056818,Furniture,Beds
PROD056819,Household Items,Utensils
PROD056820,Furniture,Chairs
PROD056821,Household Items,Buckets
PROD056822,Sessional Fruits & Vegetables,Tomatoes
PROD056823,Furniture,Beds
PROD056824,Electric Appliances,Refrigerators
PROD056825,Furniture,Chairs
PROD056826,Sessional Fruits & Vegetables,Carrots
PROD056827,Household Items,Detergents
PROD056828,Sessional Fruits & Vegetables,Mangoes
PROD056829,Sessional Fruits & Vegetables,Tomatoes
PROD056830,Household Items,Utensils
PROD056831,Furniture,Sofas
PROD056832,Household Items,Buckets
PROD056833,Sessional Fruits & Vegetables,Tomatoes
PROD056834,Household Items,Mops
PROD056835,Electric Appliances,Refrigerators
PROD056836,Dairy Products,Butter
PROD056837,Dairy Products,Cheese
PROD056838,Sessional Fruits & Vegetables,Mangoes
PROD056839,Furniture,Sofas
PROD056840,Furniture,Beds
PROD056841,Furniture,Tables
PROD056842,Household Items,Mops
PROD056843,Electric Appliances,Microwaves
PROD056844,Fast Food,Burgers
PROD056845,Electric Appliances,Washing Machines
PROD056846,Fast Food,Pizzas
PROD056847,Fast Food,Burgers
PROD056848,Sessional Fruits & Vegetables,Mangoes
PROD056849,Fast Food,Fries
PROD056850,Household Items,Utensils
PROD056851,Household Items,Mops
PROD056852,Electric Appliances,Microwaves
PROD056853,Fast Food,Pizzas
PROD056854,Household Items,Buckets
PROD056855,Furniture,Beds
PROD056856,Furniture,Chairs
PROD056857,Sessional Fruits & Vegetables,Carrots
PROD056858,Dairy Products,Butter
PROD056859,Dairy Products,Milk
PROD056860,Fast Food,Burgers
PROD056861,Fast Food,Fries
PROD056862,Household Items,Mops
PROD056863,Fast Food,Sandwiches
PROD056864,Fast Food,Pizzas
PROD056865,Dairy Products,Yogurt
PROD056866,Furniture,Tables
PROD056867,Sessional Fruits & Vegetables,Tomatoes
PROD056868,Electric Appliances,Fans
PROD056869,Furniture,Sofas
PROD056870,Sessional Fruits & Vegetables,Tomatoes
PROD056871,Household Items,Detergents
PROD056872,Sessional Fruits & Vegetables,Tomatoes
PROD056873,Household Items,Buckets
PROD056874,Furniture,Sofas
PROD056875,Furniture,Chairs
PROD056876,Dairy Products,Yogurt
PROD056877,Household Items,Buckets
PROD056878,Fast Food,Sandwiches
PROD056879,Sessional Fruits & Vegetables,Mangoes
PROD056880,Household Items,Mops
PROD056881,Electric Appliances,Microwaves
PROD056882,Furniture,Sofas
PROD056883,Household Items,Mops
PROD056884,Fast Food,Fries
PROD056885,Household Items,Buckets
PROD056886,Sessional Fruits & Vegetables,Mangoes
PROD056887,Dairy Products,Butter
PROD056888,Furniture,Tables
PROD056889,Electric Appliances,Refrigerators
PROD056890,Household Items,Mops
PROD056891,Dairy Products,Butter
PROD056892,Dairy Products,Yogurt
PROD056893,Dairy Products,Milk
PROD056894,Sessional Fruits & Vegetables,Carrots
PROD056895,Electric Appliances,Microwaves
PROD056896,Household Items,Utensils
PROD056897,Sessional Fruits & Vegetables,Tomatoes
PROD056898,Sessional Fruits & Vegetables,Tomatoes
PROD056899,Electric Appliances,Refrigerators
PROD056900,Furniture,Chairs
PROD056901,Electric Appliances,Microwaves
PROD056902,Furniture,Beds
PROD056903,Dairy Products,Milk
PROD056904,Electric Appliances,Washing Machines
PROD056905,Fast Food,Fries
PROD056906,Fast Food,Fries
PROD056907,Sessional Fruits & Vegetables,Apples
PROD056908,Fast Food,Burgers
PROD056909,Furniture,Beds
PROD056910,Fast Food,Fries
PROD056911,Electric Appliances,Microwaves
PROD056912,Sessional Fruits & Vegetables,Apples
PROD056913,Dairy Products,Cheese
PROD056914,Electric Appliances,Washing Machines
PROD056915,Fast Food,Pizzas
PROD056916,Household Items,Detergents
PROD056917,Household Items,Mops
PROD056918,Household Items,Detergents
PROD056919,Electric Appliances,Microwaves
PROD056920,Electric Appliances,Fans
PROD056921,Furniture,Beds
PROD056922,Fast Food,Sandwiches
PROD056923,Electric Appliances,Microwaves
PROD056924,Sessional Fruits & Vegetables,Carrots
PROD056925,Sessional Fruits & Vegetables,Mangoes
PROD056926,Sessional Fruits & Vegetables,Tomatoes
PROD056927,Dairy Products,Cheese
PROD056928,Furniture,Beds
PROD056929,Furniture,Beds
PROD056930,Electric Appliances,Washing Machines
PROD056931,Fast Food,Sandwiches
PROD056932,Household Items,Detergents
PROD056933,Fast Food,Sandwiches
PROD056934,Household Items,Detergents
PROD056935,Fast Food,Sandwiches
PROD056936,Household Items,Detergents
PROD056937,Household Items,Detergents
PROD056938,Dairy Products,Milk
PROD056939,Electric Appliances,Fans
PROD056940,Furniture,Tables
PROD056941,Fast Food,Burgers
PROD056942,Sessional Fruits & Vegetables,Tomatoes
PROD056943,Electric Appliances,Refrigerators
PROD056944,Household Items,Detergents
PROD056945,Electric Appliances,Microwaves
PROD056946,Furniture,Tables
PROD056947,Furniture,Sofas
PROD056948,Furniture,Tables
PROD056949,Sessional Fruits & Vegetables,Carrots
PROD056950,Sessional Fruits & Vegetables,Tomatoes
PROD056951,Electric Appliances,Fans
PROD056952,Dairy Products,Milk
PROD056953,Household Items,Detergents
PROD056954,Fast Food,Pizzas
PROD056955,Household Items,Utensils
PROD056956,Sessional Fruits & Vegetables,Carrots
PROD056957,Electric Appliances,Microwaves
PROD056958,Furniture,Beds
PROD056959,Electric Appliances,Refrigerators
PROD056960,Furniture,Chairs
PROD056961,Sessional Fruits & Vegetables,Mangoes
PROD056962,Household Items,Buckets
PROD056963,Furniture,Chairs
PROD056964,Furniture,Beds
PROD056965,Dairy Products,Cheese
PROD056966,Dairy Products,Milk
PROD056967,Electric Appliances,Fans
PROD056968,Sessional Fruits & Vegetables,Carrots
PROD056969,Sessional Fruits & Vegetables,Carrots
PROD056970,Electric Appliances,Microwaves
PROD056971,Furniture,Chairs
PROD056972,Fast Food,Pizzas
PROD056973,Dairy Products,Butter
PROD056974,Household Items,Mops
PROD056975,Fast Food,Fries
PROD056976,Dairy Products,Milk
PROD056977,Fast Food,Sandwiches
PROD056978,Electric Appliances,Microwaves
PROD056979,Sessional Fruits & Vegetables,Tomatoes
PROD056980,Sessional Fruits & Vegetables,Carrots
PROD056981,Electric Appliances,Washing Machines
PROD056982,Electric Appliances,Fans
PROD056983,Sessional Fruits & Vegetables,Apples
PROD056984,Sessional Fruits & Vegetables,Apples
PROD056985,Furniture,Chairs
PROD056986,Fast Food,Pizzas
PROD056987,Dairy Products,Cheese
PROD056988,Fast Food,Sandwiches
PROD056989,Electric Appliances,Washing Machines
PROD056990,Electric Appliances,Washing Machines
PROD056991,Household Items,Detergents
PROD056992,Dairy Products,Milk
PROD056993,Household Items,Detergents
PROD056994,Furniture,Chairs
PROD056995,Dairy Products,Butter
PROD056996,Fast Food,Sandwiches
PROD056997,Furniture,Tables
PROD056998,Electric Appliances,Washing Machines
PROD056999,Sessional Fruits & Vegetables,Mangoes
PROD057000,Furniture,Sofas
PROD057001,Electric Appliances,Refrigerators
PROD057002,Fast Food,Burgers
PROD057003,Sessional Fruits & Vegetables,Apples
PROD057004,Household Items,Detergents
PROD057005,Household Items,Buckets
PROD057006,Electric Appliances,Microwaves
PROD057007,Fast Food,Sandwiches
PROD057008,Furniture,Beds
PROD057009,Household Items,Buckets
PROD057010,Dairy Products,Butter
PROD057011,Electric Appliances,Refrigerators
PROD057012,Sessional Fruits & Vegetables,Mangoes
PROD057013,Sessional Fruits & Vegetables,Mangoes
PROD057014,Sessional Fruits & Vegetables,Mangoes
PROD057015,Sessional Fruits & Vegetables,Mangoes
PROD057016,Electric Appliances,Washing Machines
PROD057017,Furniture,Sofas
PROD057018,Fast Food,Sandwiches
PROD057019,Dairy Products,Milk
PROD057020,Household Items,Buckets
PROD057021,Furniture,Sofas
PROD057022,Fast Food,Sandwiches
PROD057023,Dairy Products,Butter
PROD057024,Household Items,Buckets
PROD057025,Fast Food,Pizzas
PROD057026,Household Items,Buckets
PROD057027,Dairy Products,Butter
PROD057028,Fast Food,Fries
PROD057029,Fast Food,Pizzas
PROD057030,Fast Food,Sandwiches
PROD057031,Household Items,Mops
PROD057032,Furniture,Tables
PROD057033,Sessional Fruits & Vegetables,Carrots
PROD057034,Fast Food,Fries
PROD057035,Household Items,Mops
PROD057036,Electric Appliances,Washing Machines
PROD057037,Electric Appliances,Washing Machines
PROD057038,Electric Appliances,Microwaves
PROD057039,Sessional Fruits & Vegetables,Carrots
PROD057040,Dairy Products,Butter
PROD057041,Furniture,Sofas
PROD057042,Dairy Products,Cheese
PROD057043,Household Items,Utensils
PROD057044,Furniture,Tables
PROD057045,Electric Appliances,Fans
PROD057046,Furniture,Tables
PROD057047,Electric Appliances,Washing Machines
PROD057048,Household Items,Mops
PROD057049,Dairy Products,Cheese
PROD057050,Household Items,Buckets
PROD057051,Household Items,Utensils
PROD057052,Dairy Products,Milk
PROD057053,Fast Food,Fries
PROD057054,Fast Food,Fries
PROD057055,Household Items,Mops
PROD057056,Electric Appliances,Refrigerators
PROD057057,Furniture,Tables
PROD057058,Sessional Fruits & Vegetables,Mangoes
PROD057059,Electric Appliances,Fans
PROD057060,Household Items,Utensils
PROD057061,Furniture,Tables
PROD057062,Dairy Products,Milk
PROD057063,Fast Food,Sandwiches
PROD057064,Furniture,Chairs
PROD057065,Furniture,Beds
PROD057066,Electric Appliances,Refrigerators
PROD057067,Fast Food,Sandwiches
PROD057068,Household Items,Buckets
PROD057069,Dairy Products,Butter
PROD057070,Sessional Fruits & Vegetables,Tomatoes
PROD057071,Household Items,Detergents
PROD057072,Sessional Fruits & Vegetables,Mangoes
PROD057073,Sessional Fruits & Vegetables,Apples
PROD057074,Electric Appliances,Fans
PROD057075,Sessional Fruits & Vegetables,Mangoes
PROD057076,Furniture,Sofas
PROD057077,Sessional Fruits & Vegetables,Carrots
PROD057078,Fast Food,Pizzas
PROD057079,Dairy Products,Yogurt
PROD057080,Household Items,Mops
PROD057081,Dairy Products,Butter
PROD057082,Electric Appliances,Washing Machines
PROD057083,Fast Food,Burgers
PROD057084,Household Items,Mops
PROD057085,Dairy Products,Yogurt
PROD057086,Electric Appliances,Microwaves
PROD057087,Household Items,Detergents
PROD057088,Electric Appliances,Fans
PROD057089,Fast Food,Fries
PROD057090,Electric Appliances,Fans
PROD057091,Dairy Products,Cheese
PROD057092,Household Items,Buckets
PROD057093,Fast Food,Burgers
PROD057094,Household Items,Utensils
PROD057095,Electric Appliances,Washing Machines
PROD057096,Sessional Fruits & Vegetables,Mangoes
PROD057097,Household Items,Mops
PROD057098,Electric Appliances,Microwaves
PROD057099,Dairy Products,Yogurt
PROD057100,Sessional Fruits & Vegetables,Mangoes
PROD057101,Electric Appliances,Washing Machines
PROD057102,Electric Appliances,Microwaves
PROD057103,Household Items,Mops
PROD057104,Dairy Products,Butter
PROD057105,Electric Appliances,Washing Machines
PROD057106,Fast Food,Pizzas
PROD057107,Furniture,Beds
PROD057108,Furniture,Beds
PROD057109,Furniture,Chairs
PROD057110,Electric Appliances,Refrigerators
PROD057111,Furniture,Sofas
PROD057112,Fast Food,Burgers
PROD057113,Furniture,Beds
PROD057114,Sessional Fruits & Vegetables,Carrots
PROD057115,Electric Appliances,Fans
PROD057116,Furniture,Chairs
PROD057117,Furniture,Tables
PROD057118,Electric Appliances,Refrigerators
PROD057119,Furniture,Sofas
PROD057120,Fast Food,Sandwiches
PROD057121,Dairy Products,Cheese
PROD057122,Dairy Products,Cheese
PROD057123,Sessional Fruits & Vegetables,Tomatoes
PROD057124,Household Items,Detergents
PROD057125,Dairy Products,Cheese
PROD057126,Electric Appliances,Refrigerators
PROD057127,Electric Appliances,Washing Machines
PROD057128,Dairy Products,Cheese
PROD057129,Dairy Products,Cheese
PROD057130,Sessional Fruits & Vegetables,Tomatoes
PROD057131,Dairy Products,Milk
PROD057132,Furniture,Chairs
PROD057133,Furniture,Beds
PROD057134,Furniture,Sofas
PROD057135,Furniture,Chairs
PROD057136,Electric Appliances,Microwaves
PROD057137,Household Items,Mops
PROD057138,Household Items,Detergents
PROD057139,Sessional Fruits & Vegetables,Tomatoes
PROD057140,Sessional Fruits & Vegetables,Mangoes
PROD057141,Electric Appliances,Fans
PROD057142,Sessional Fruits & Vegetables,Apples
PROD057143,Electric Appliances,Refrigerators
PROD057144,Household Items,Mops
PROD057145,Dairy Products,Cheese
PROD057146,Dairy Products,Milk
PROD057147,Household Items,Utensils
PROD057148,Electric Appliances,Refrigerators
PROD057149,Electric Appliances,Refrigerators
PROD057150,Sessional Fruits & Vegetables,Apples
PROD057151,Household Items,Mops
PROD057152,Furniture,Tables
PROD057153,Household Items,Detergents
PROD057154,Sessional Fruits & Vegetables,Mangoes
PROD057155,Household Items,Buckets
PROD057156,Electric Appliances,Fans
PROD057157,Dairy Products,Milk
PROD057158,Furniture,Tables
PROD057159,Electric Appliances,Refrigerators
PROD057160,Household Items,Utensils
PROD057161,Furniture,Sofas
PROD057162,Sessional Fruits & Vegetables,Tomatoes
PROD057163,Electric Appliances,Fans
PROD057164,Electric Appliances,Microwaves
PROD057165,Furniture,Tables
PROD057166,Dairy Products,Cheese
PROD057167,Electric Appliances,Refrigerators
PROD057168,Furniture,Tables
PROD057169,Electric Appliances,Washing Machines
PROD057170,Dairy Products,Yogurt
PROD057171,Sessional Fruits & Vegetables,Apples
PROD057172,Sessional Fruits & Vegetables,Carrots
PROD057173,Sessional Fruits & Vegetables,Mangoes
PROD057174,Furniture,Chairs
PROD057175,Fast Food,Sandwiches
PROD057176,Electric Appliances,Refrigerators
PROD057177,Electric Appliances,Fans
PROD057178,Dairy Products,Cheese
PROD057179,Sessional Fruits & Vegetables,Apples
PROD057180,Dairy Products,Butter
PROD057181,Electric Appliances,Washing Machines
PROD057182,Dairy Products,Butter
PROD057183,Household Items,Detergents
PROD057184,Electric Appliances,Refrigerators
PROD057185,Fast Food,Fries
PROD057186,Dairy Products,Yogurt
PROD057187,Electric Appliances,Fans
PROD057188,Fast Food,Fries
PROD057189,Furniture,Tables
PROD057190,Fast Food,Fries
PROD057191,Household Items,Buckets
PROD057192,Fast Food,Sandwiches
PROD057193,Household Items,Utensils
PROD057194,Furniture,Tables
PROD057195,Household Items,Mops
PROD057196,Fast Food,Pizzas
PROD057197,Furniture,Chairs
PROD057198,Sessional Fruits & Vegetables,Mangoes
PROD057199,Furniture,Tables
PROD057200,Fast Food,Pizzas
PROD057201,Furniture,Chairs
PROD057202,Fast Food,Pizzas
PROD057203,Furniture,Beds
PROD057204,Household Items,Mops
PROD057205,Household Items,Buckets
PROD057206,Furniture,Chairs
PROD057207,Sessional Fruits & Vegetables,Apples
PROD057208,Fast Food,Sandwiches
PROD057209,Furniture,Sofas
PROD057210,Sessional Fruits & Vegetables,Mangoes
PROD057211,Electric Appliances,Fans
PROD057212,Household Items,Utensils
PROD057213,Fast Food,Fries
PROD057214,Dairy Products,Cheese
PROD057215,Household Items,Mops
PROD057216,Furniture,Tables
PROD057217,Electric Appliances,Fans
PROD057218,Dairy Products,Yogurt
PROD057219,Dairy Products,Milk
PROD057220,Sessional Fruits & Vegetables,Mangoes
PROD057221,Household Items,Utensils
PROD057222,Sessional Fruits & Vegetables,Mangoes
PROD057223,Electric Appliances,Microwaves
PROD057224,Sessional Fruits & Vegetables,Mangoes
PROD057225,Sessional Fruits & Vegetables,Tomatoes
PROD057226,Electric Appliances,Fans
PROD057227,Furniture,Chairs
PROD057228,Furniture,Tables
PROD057229,Dairy Products,Yogurt
PROD057230,Furniture,Beds
PROD057231,Fast Food,Burgers
PROD057232,Sessional Fruits & Vegetables,Apples
PROD057233,Household Items,Detergents
PROD057234,Electric Appliances,Microwaves
PROD057235,Household Items,Buckets
PROD057236,Sessional Fruits & Vegetables,Carrots
PROD057237,Dairy Products,Butter
PROD057238,Furniture,Sofas
PROD057239,Fast Food,Fries
PROD057240,Household Items,Detergents
PROD057241,Sessional Fruits & Vegetables,Carrots
PROD057242,Dairy Products,Cheese
