Order Date,Month,Year,Quarter,Day_of_week
22-08-2022,8,2022,Q3,Monday
23-08-2022,8,2022,Q3,Tuesday
24-08-2022,8,2022,Q3,Wednesday
25-08-2022,8,2022,Q3,Thursday
26-08-2022,8,2022,Q3,Friday
27-08-2022,8,2022,Q3,Saturday
28-08-2022,8,2022,Q3,Sunday
29-08-2022,8,2022,Q3,Monday
30-08-2022,8,2022,Q3,Tuesday
31-08-2022,8,2022,Q3,Wednesday
01-09-2022,9,2022,Q3,Thursday
02-09-2022,9,2022,Q3,Friday
03-09-2022,9,2022,Q3,Saturday
04-09-2022,9,2022,Q3,Sunday
05-09-2022,9,2022,Q3,Monday
06-09-2022,9,2022,Q3,Tuesday
07-09-2022,9,2022,Q3,Wednesday
08-09-2022,9,2022,Q3,Thursday
09-09-2022,9,2022,Q3,Friday
10-09-2022,9,2022,Q3,Saturday
11-09-2022,9,2022,Q3,Sunday
12-09-2022,9,2022,Q3,Monday
13-09-2022,9,2022,Q3,Tuesday
14-09-2022,9,2022,Q3,Wednesday
15-09-2022,9,2022,Q3,Thursday
16-09-2022,9,2022,Q3,Friday
17-09-2022,9,2022,Q3,Saturday
18-09-2022,9,2022,Q3,Sunday
19-09-2022,9,2022,Q3,Monday
20-09-2022,9,2022,Q3,Tuesday
21-09-2022,9,2022,Q3,Wednesday
22-09-2022,9,2022,Q3,Thursday
23-09-2022,9,2022,Q3,Friday
24-09-2022,9,2022,Q3,Saturday
25-09-2022,9,2022,Q3,Sunday
26-09-2022,9,2022,Q3,Monday
27-09-2022,9,2022,Q3,Tuesday
28-09-2022,9,2022,Q3,Wednesday
29-09-2022,9,2022,Q3,Thursday
30-09-2022,9,2022,Q3,Friday
01-10-2022,10,2022,Q4,Saturday
02-10-2022,10,2022,Q4,Sunday
03-10-2022,10,2022,Q4,Monday
04-10-2022,10,2022,Q4,Tuesday
05-10-2022,10,2022,Q4,Wednesday
06-10-2022,10,2022,Q4,Thursday
07-10-2022,10,2022,Q4,Friday
08-10-2022,10,2022,Q4,Saturday
09-10-2022,10,2022,Q4,Sunday
10-10-2022,10,2022,Q4,Monday
11-10-2022,10,2022,Q4,Tuesday
12-10-2022,10,2022,Q4,Wednesday
13-10-2022,10,2022,Q4,Thursday
14-10-2022,10,2022,Q4,Friday
15-10-2022,10,2022,Q4,Saturday
16-10-2022,10,2022,Q4,Sunday
17-10-2022,10,2022,Q4,Monday
18-10-2022,10,2022,Q4,Tuesday
19-10-2022,10,2022,Q4,Wednesday
20-10-2022,10,2022,Q4,Thursday
21-10-2022,10,2022,Q4,Friday
22-10-2022,10,2022,Q4,Saturday
23-10-2022,10,2022,Q4,Sunday
24-10-2022,10,2022,Q4,Monday
25-10-2022,10,2022,Q4,Tuesday
26-10-2022,10,2022,Q4,Wednesday
27-10-2022,10,2022,Q4,Thursday
28-10-2022,10,2022,Q4,Friday
29-10-2022,10,2022,Q4,Saturday
30-10-2022,10,2022,Q4,Sunday
31-10-2022,10,2022,Q4,Monday
01-11-2022,11,2022,Q4,Tuesday
02-11-2022,11,2022,Q4,Wednesday
03-11-2022,11,2022,Q4,Thursday
04-11-2022,11,2022,Q4,Friday
05-11-2022,11,2022,Q4,Saturday
06-11-2022,11,2022,Q4,Sunday
07-11-2022,11,2022,Q4,Monday
08-11-2022,11,2022,Q4,Tuesday
09-11-2022,11,2022,Q4,Wednesday
10-11-2022,11,2022,Q4,Thursday
11-11-2022,11,2022,Q4,Friday
12-11-2022,11,2022,Q4,Saturday
13-11-2022,11,2022,Q4,Sunday
14-11-2022,11,2022,Q4,Monday
15-11-2022,11,2022,Q4,Tuesday
16-11-2022,11,2022,Q4,Wednesday
17-11-2022,11,2022,Q4,Thursday
18-11-2022,11,2022,Q4,Friday
19-11-2022,11,2022,Q4,Saturday
20-11-2022,11,2022,Q4,Sunday
21-11-2022,11,2022,Q4,Monday
22-11-2022,11,2022,Q4,Tuesday
23-11-2022,11,2022,Q4,Wednesday
24-11-2022,11,2022,Q4,Thursday
25-11-2022,11,2022,Q4,Friday
26-11-2022,11,2022,Q4,Saturday
27-11-2022,11,2022,Q4,Sunday
28-11-2022,11,2022,Q4,Monday
29-11-2022,11,2022,Q4,Tuesday
30-11-2022,11,2022,Q4,Wednesday
01-12-2022,12,2022,Q4,Thursday
02-12-2022,12,2022,Q4,Friday
03-12-2022,12,2022,Q4,Saturday
04-12-2022,12,2022,Q4,Sunday
05-12-2022,12,2022,Q4,Monday
06-12-2022,12,2022,Q4,Tuesday
07-12-2022,12,2022,Q4,Wednesday
08-12-2022,12,2022,Q4,Thursday
09-12-2022,12,2022,Q4,Friday
10-12-2022,12,2022,Q4,Saturday
11-12-2022,12,2022,Q4,Sunday
12-12-2022,12,2022,Q4,Monday
13-12-2022,12,2022,Q4,Tuesday
14-12-2022,12,2022,Q4,Wednesday
15-12-2022,12,2022,Q4,Thursday
16-12-2022,12,2022,Q4,Friday
17-12-2022,12,2022,Q4,Saturday
18-12-2022,12,2022,Q4,Sunday
19-12-2022,12,2022,Q4,Monday
20-12-2022,12,2022,Q4,Tuesday
21-12-2022,12,2022,Q4,Wednesday
22-12-2022,12,2022,Q4,Thursday
23-12-2022,12,2022,Q4,Friday
24-12-2022,12,2022,Q4,Saturday
25-12-2022,12,2022,Q4,Sunday
26-12-2022,12,2022,Q4,Monday
27-12-2022,12,2022,Q4,Tuesday
28-12-2022,12,2022,Q4,Wednesday
29-12-2022,12,2022,Q4,Thursday
30-12-2022,12,2022,Q4,Friday
31-12-2022,12,2022,Q4,Saturday
01-01-2023,1,2023,Q1,Sunday
02-01-2023,1,2023,Q1,Monday
03-01-2023,1,2023,Q1,Tuesday
04-01-2023,1,2023,Q1,Wednesday
05-01-2023,1,2023,Q1,Thursday
06-01-2023,1,2023,Q1,Friday
07-01-2023,1,2023,Q1,Saturday
08-01-2023,1,2023,Q1,Sunday
09-01-2023,1,2023,Q1,Monday
10-01-2023,1,2023,Q1,Tuesday
11-01-2023,1,2023,Q1,Wednesday
12-01-2023,1,2023,Q1,Thursday
13-01-2023,1,2023,Q1,Friday
14-01-2023,1,2023,Q1,Saturday
15-01-2023,1,2023,Q1,Sunday
16-01-2023,1,2023,Q1,Monday
17-01-2023,1,2023,Q1,Tuesday
18-01-2023,1,2023,Q1,Wednesday
19-01-2023,1,2023,Q1,Thursday
20-01-2023,1,2023,Q1,Friday
21-01-2023,1,2023,Q1,Saturday
22-01-2023,1,2023,Q1,Sunday
23-01-2023,1,2023,Q1,Monday
24-01-2023,1,2023,Q1,Tuesday
25-01-2023,1,2023,Q1,Wednesday
26-01-2023,1,2023,Q1,Thursday
27-01-2023,1,2023,Q1,Friday
28-01-2023,1,2023,Q1,Saturday
29-01-2023,1,2023,Q1,Sunday
30-01-2023,1,2023,Q1,Monday
31-01-2023,1,2023,Q1,Tuesday
01-02-2023,2,2023,Q1,Wednesday
02-02-2023,2,2023,Q1,Thursday
03-02-2023,2,2023,Q1,Friday
04-02-2023,2,2023,Q1,Saturday
05-02-2023,2,2023,Q1,Sunday
06-02-2023,2,2023,Q1,Monday
07-02-2023,2,2023,Q1,Tuesday
08-02-2023,2,2023,Q1,Wednesday
09-02-2023,2,2023,Q1,Thursday
10-02-2023,2,2023,Q1,Friday
11-02-2023,2,2023,Q1,Saturday
12-02-2023,2,2023,Q1,Sunday
13-02-2023,2,2023,Q1,Monday
14-02-2023,2,2023,Q1,Tuesday
15-02-2023,2,2023,Q1,Wednesday
16-02-2023,2,2023,Q1,Thursday
17-02-2023,2,2023,Q1,Friday
18-02-2023,2,2023,Q1,Saturday
19-02-2023,2,2023,Q1,Sunday
20-02-2023,2,2023,Q1,Monday
21-02-2023,2,2023,Q1,Tuesday
22-02-2023,2,2023,Q1,Wednesday
23-02-2023,2,2023,Q1,Thursday
24-02-2023,2,2023,Q1,Friday
25-02-2023,2,2023,Q1,Saturday
26-02-2023,2,2023,Q1,Sunday
27-02-2023,2,2023,Q1,Monday
28-02-2023,2,2023,Q1,Tuesday
01-03-2023,3,2023,Q1,Wednesday
02-03-2023,3,2023,Q1,Thursday
03-03-2023,3,2023,Q1,Friday
04-03-2023,3,2023,Q1,Saturday
05-03-2023,3,2023,Q1,Sunday
06-03-2023,3,2023,Q1,Monday
07-03-2023,3,2023,Q1,Tuesday
08-03-2023,3,2023,Q1,Wednesday
09-03-2023,3,2023,Q1,Thursday
10-03-2023,3,2023,Q1,Friday
11-03-2023,3,2023,Q1,Saturday
12-03-2023,3,2023,Q1,Sunday
13-03-2023,3,2023,Q1,Monday
14-03-2023,3,2023,Q1,Tuesday
15-03-2023,3,2023,Q1,Wednesday
16-03-2023,3,2023,Q1,Thursday
17-03-2023,3,2023,Q1,Friday
18-03-2023,3,2023,Q1,Saturday
19-03-2023,3,2023,Q1,Sunday
20-03-2023,3,2023,Q1,Monday
21-03-2023,3,2023,Q1,Tuesday
22-03-2023,3,2023,Q1,Wednesday
23-03-2023,3,2023,Q1,Thursday
24-03-2023,3,2023,Q1,Friday
25-03-2023,3,2023,Q1,Saturday
26-03-2023,3,2023,Q1,Sunday
27-03-2023,3,2023,Q1,Monday
28-03-2023,3,2023,Q1,Tuesday
29-03-2023,3,2023,Q1,Wednesday
30-03-2023,3,2023,Q1,Thursday
31-03-2023,3,2023,Q1,Friday
01-04-2023,4,2023,Q2,Saturday
02-04-2023,4,2023,Q2,Sunday
03-04-2023,4,2023,Q2,Monday
04-04-2023,4,2023,Q2,Tuesday
05-04-2023,4,2023,Q2,Wednesday
06-04-2023,4,2023,Q2,Thursday
07-04-2023,4,2023,Q2,Friday
08-04-2023,4,2023,Q2,Saturday
09-04-2023,4,2023,Q2,Sunday
10-04-2023,4,2023,Q2,Monday
11-04-2023,4,2023,Q2,Tuesday
12-04-2023,4,2023,Q2,Wednesday
13-04-2023,4,2023,Q2,Thursday
14-04-2023,4,2023,Q2,Friday
15-04-2023,4,2023,Q2,Saturday
16-04-2023,4,2023,Q2,Sunday
17-04-2023,4,2023,Q2,Monday
18-04-2023,4,2023,Q2,Tuesday
19-04-2023,4,2023,Q2,Wednesday
20-04-2023,4,2023,Q2,Thursday
21-04-2023,4,2023,Q2,Friday
22-04-2023,4,2023,Q2,Saturday
23-04-2023,4,2023,Q2,Sunday
24-04-2023,4,2023,Q2,Monday
25-04-2023,4,2023,Q2,Tuesday
26-04-2023,4,2023,Q2,Wednesday
27-04-2023,4,2023,Q2,Thursday
28-04-2023,4,2023,Q2,Friday
29-04-2023,4,2023,Q2,Saturday
30-04-2023,4,2023,Q2,Sunday
01-05-2023,5,2023,Q2,Monday
02-05-2023,5,2023,Q2,Tuesday
03-05-2023,5,2023,Q2,Wednesday
04-05-2023,5,2023,Q2,Thursday
05-05-2023,5,2023,Q2,Friday
06-05-2023,5,2023,Q2,Saturday
07-05-2023,5,2023,Q2,Sunday
08-05-2023,5,2023,Q2,Monday
09-05-2023,5,2023,Q2,Tuesday
10-05-2023,5,2023,Q2,Wednesday
11-05-2023,5,2023,Q2,Thursday
12-05-2023,5,2023,Q2,Friday
13-05-2023,5,2023,Q2,Saturday
14-05-2023,5,2023,Q2,Sunday
15-05-2023,5,2023,Q2,Monday
16-05-2023,5,2023,Q2,Tuesday
17-05-2023,5,2023,Q2,Wednesday
18-05-2023,5,2023,Q2,Thursday
19-05-2023,5,2023,Q2,Friday
20-05-2023,5,2023,Q2,Saturday
21-05-2023,5,2023,Q2,Sunday
22-05-2023,5,2023,Q2,Monday
23-05-2023,5,2023,Q2,Tuesday
24-05-2023,5,2023,Q2,Wednesday
25-05-2023,5,2023,Q2,Thursday
26-05-2023,5,2023,Q2,Friday
27-05-2023,5,2023,Q2,Saturday
28-05-2023,5,2023,Q2,Sunday
29-05-2023,5,2023,Q2,Monday
30-05-2023,5,2023,Q2,Tuesday
31-05-2023,5,2023,Q2,Wednesday
01-06-2023,6,2023,Q2,Thursday
02-06-2023,6,2023,Q2,Friday
03-06-2023,6,2023,Q2,Saturday
04-06-2023,6,2023,Q2,Sunday
05-06-2023,6,2023,Q2,Monday
06-06-2023,6,2023,Q2,Tuesday
07-06-2023,6,2023,Q2,Wednesday
08-06-2023,6,2023,Q2,Thursday
09-06-2023,6,2023,Q2,Friday
10-06-2023,6,2023,Q2,Saturday
11-06-2023,6,2023,Q2,Sunday
12-06-2023,6,2023,Q2,Monday
13-06-2023,6,2023,Q2,Tuesday
14-06-2023,6,2023,Q2,Wednesday
15-06-2023,6,2023,Q2,Thursday
16-06-2023,6,2023,Q2,Friday
17-06-2023,6,2023,Q2,Saturday
18-06-2023,6,2023,Q2,Sunday
19-06-2023,6,2023,Q2,Monday
20-06-2023,6,2023,Q2,Tuesday
21-06-2023,6,2023,Q2,Wednesday
22-06-2023,6,2023,Q2,Thursday
23-06-2023,6,2023,Q2,Friday
24-06-2023,6,2023,Q2,Saturday
25-06-2023,6,2023,Q2,Sunday
26-06-2023,6,2023,Q2,Monday
27-06-2023,6,2023,Q2,Tuesday
28-06-2023,6,2023,Q2,Wednesday
29-06-2023,6,2023,Q2,Thursday
30-06-2023,6,2023,Q2,Friday
01-07-2023,7,2023,Q3,Saturday
02-07-2023,7,2023,Q3,Sunday
03-07-2023,7,2023,Q3,Monday
04-07-2023,7,2023,Q3,Tuesday
05-07-2023,7,2023,Q3,Wednesday
06-07-2023,7,2023,Q3,Thursday
07-07-2023,7,2023,Q3,Friday
08-07-2023,7,2023,Q3,Saturday
09-07-2023,7,2023,Q3,Sunday
10-07-2023,7,2023,Q3,Monday
11-07-2023,7,2023,Q3,Tuesday
12-07-2023,7,2023,Q3,Wednesday
13-07-2023,7,2023,Q3,Thursday
14-07-2023,7,2023,Q3,Friday
15-07-2023,7,2023,Q3,Saturday
16-07-2023,7,2023,Q3,Sunday
17-07-2023,7,2023,Q3,Monday
18-07-2023,7,2023,Q3,Tuesday
19-07-2023,7,2023,Q3,Wednesday
20-07-2023,7,2023,Q3,Thursday
21-07-2023,7,2023,Q3,Friday
22-07-2023,7,2023,Q3,Saturday
23-07-2023,7,2023,Q3,Sunday
24-07-2023,7,2023,Q3,Monday
25-07-2023,7,2023,Q3,Tuesday
26-07-2023,7,2023,Q3,Wednesday
27-07-2023,7,2023,Q3,Thursday
28-07-2023,7,2023,Q3,Friday
29-07-2023,7,2023,Q3,Saturday
30-07-2023,7,2023,Q3,Sunday
31-07-2023,7,2023,Q3,Monday
01-08-2023,8,2023,Q3,Tuesday
02-08-2023,8,2023,Q3,Wednesday
03-08-2023,8,2023,Q3,Thursday
04-08-2023,8,2023,Q3,Friday
05-08-2023,8,2023,Q3,Saturday
06-08-2023,8,2023,Q3,Sunday
07-08-2023,8,2023,Q3,Monday
08-08-2023,8,2023,Q3,Tuesday
09-08-2023,8,2023,Q3,Wednesday
10-08-2023,8,2023,Q3,Thursday
11-08-2023,8,2023,Q3,Friday
12-08-2023,8,2023,Q3,Saturday
13-08-2023,8,2023,Q3,Sunday
14-08-2023,8,2023,Q3,Monday
15-08-2023,8,2023,Q3,Tuesday
16-08-2023,8,2023,Q3,Wednesday
17-08-2023,8,2023,Q3,Thursday
18-08-2023,8,2023,Q3,Friday
19-08-2023,8,2023,Q3,Saturday
20-08-2023,8,2023,Q3,Sunday
21-08-2023,8,2023,Q3,Monday
22-08-2023,8,2023,Q3,Tuesday
23-08-2023,8,2023,Q3,Wednesday
24-08-2023,8,2023,Q3,Thursday
25-08-2023,8,2023,Q3,Friday
26-08-2023,8,2023,Q3,Saturday
27-08-2023,8,2023,Q3,Sunday
28-08-2023,8,2023,Q3,Monday
29-08-2023,8,2023,Q3,Tuesday
30-08-2023,8,2023,Q3,Wednesday
31-08-2023,8,2023,Q3,Thursday
01-09-2023,9,2023,Q3,Friday
02-09-2023,9,2023,Q3,Saturday
03-09-2023,9,2023,Q3,Sunday
04-09-2023,9,2023,Q3,Monday
05-09-2023,9,2023,Q3,Tuesday
06-09-2023,9,2023,Q3,Wednesday
07-09-2023,9,2023,Q3,Thursday
08-09-2023,9,2023,Q3,Friday
09-09-2023,9,2023,Q3,Saturday
10-09-2023,9,2023,Q3,Sunday
11-09-2023,9,2023,Q3,Monday
12-09-2023,9,2023,Q3,Tuesday
13-09-2023,9,2023,Q3,Wednesday
14-09-2023,9,2023,Q3,Thursday
15-09-2023,9,2023,Q3,Friday
16-09-2023,9,2023,Q3,Saturday
17-09-2023,9,2023,Q3,Sunday
18-09-2023,9,2023,Q3,Monday
19-09-2023,9,2023,Q3,Tuesday
20-09-2023,9,2023,Q3,Wednesday
21-09-2023,9,2023,Q3,Thursday
22-09-2023,9,2023,Q3,Friday
23-09-2023,9,2023,Q3,Saturday
24-09-2023,9,2023,Q3,Sunday
25-09-2023,9,2023,Q3,Monday
26-09-2023,9,2023,Q3,Tuesday
27-09-2023,9,2023,Q3,Wednesday
28-09-2023,9,2023,Q3,Thursday
29-09-2023,9,2023,Q3,Friday
30-09-2023,9,2023,Q3,Saturday
01-10-2023,10,2023,Q4,Sunday
02-10-2023,10,2023,Q4,Monday
03-10-2023,10,2023,Q4,Tuesday
04-10-2023,10,2023,Q4,Wednesday
05-10-2023,10,2023,Q4,Thursday
06-10-2023,10,2023,Q4,Friday
07-10-2023,10,2023,Q4,Saturday
08-10-2023,10,2023,Q4,Sunday
09-10-2023,10,2023,Q4,Monday
10-10-2023,10,2023,Q4,Tuesday
11-10-2023,10,2023,Q4,Wednesday
12-10-2023,10,2023,Q4,Thursday
13-10-2023,10,2023,Q4,Friday
14-10-2023,10,2023,Q4,Saturday
15-10-2023,10,2023,Q4,Sunday
16-10-2023,10,2023,Q4,Monday
17-10-2023,10,2023,Q4,Tuesday
18-10-2023,10,2023,Q4,Wednesday
19-10-2023,10,2023,Q4,Thursday
20-10-2023,10,2023,Q4,Friday
21-10-2023,10,2023,Q4,Saturday
22-10-2023,10,2023,Q4,Sunday
23-10-2023,10,2023,Q4,Monday
24-10-2023,10,2023,Q4,Tuesday
25-10-2023,10,2023,Q4,Wednesday
26-10-2023,10,2023,Q4,Thursday
27-10-2023,10,2023,Q4,Friday
28-10-2023,10,2023,Q4,Saturday
29-10-2023,10,2023,Q4,Sunday
30-10-2023,10,2023,Q4,Monday
31-10-2023,10,2023,Q4,Tuesday
01-11-2023,11,2023,Q4,Wednesday
02-11-2023,11,2023,Q4,Thursday
03-11-2023,11,2023,Q4,Friday
04-11-2023,11,2023,Q4,Saturday
05-11-2023,11,2023,Q4,Sunday
06-11-2023,11,2023,Q4,Monday
07-11-2023,11,2023,Q4,Tuesday
08-11-2023,11,2023,Q4,Wednesday
09-11-2023,11,2023,Q4,Thursday
10-11-2023,11,2023,Q4,Friday
11-11-2023,11,2023,Q4,Saturday
12-11-2023,11,2023,Q4,Sunday
13-11-2023,11,2023,Q4,Monday
14-11-2023,11,2023,Q4,Tuesday
15-11-2023,11,2023,Q4,Wednesday
16-11-2023,11,2023,Q4,Thursday
17-11-2023,11,2023,Q4,Friday
18-11-2023,11,2023,Q4,Saturday
19-11-2023,11,2023,Q4,Sunday
20-11-2023,11,2023,Q4,Monday
21-11-2023,11,2023,Q4,Tuesday
22-11-2023,11,2023,Q4,Wednesday
23-11-2023,11,2023,Q4,Thursday
24-11-2023,11,2023,Q4,Friday
25-11-2023,11,2023,Q4,Saturday
26-11-2023,11,2023,Q4,Sunday
27-11-2023,11,2023,Q4,Monday
28-11-2023,11,2023,Q4,Tuesday
29-11-2023,11,2023,Q4,Wednesday
30-11-2023,11,2023,Q4,Thursday
01-12-2023,12,2023,Q4,Friday
02-12-2023,12,2023,Q4,Saturday
03-12-2023,12,2023,Q4,Sunday
04-12-2023,12,2023,Q4,Monday
05-12-2023,12,2023,Q4,Tuesday
06-12-2023,12,2023,Q4,Wednesday
07-12-2023,12,2023,Q4,Thursday
08-12-2023,12,2023,Q4,Friday
09-12-2023,12,2023,Q4,Saturday
10-12-2023,12,2023,Q4,Sunday
11-12-2023,12,2023,Q4,Monday
12-12-2023,12,2023,Q4,Tuesday
13-12-2023,12,2023,Q4,Wednesday
14-12-2023,12,2023,Q4,Thursday
15-12-2023,12,2023,Q4,Friday
16-12-2023,12,2023,Q4,Saturday
17-12-2023,12,2023,Q4,Sunday
18-12-2023,12,2023,Q4,Monday
19-12-2023,12,2023,Q4,Tuesday
20-12-2023,12,2023,Q4,Wednesday
21-12-2023,12,2023,Q4,Thursday
22-12-2023,12,2023,Q4,Friday
23-12-2023,12,2023,Q4,Saturday
24-12-2023,12,2023,Q4,Sunday
25-12-2023,12,2023,Q4,Monday
26-12-2023,12,2023,Q4,Tuesday
27-12-2023,12,2023,Q4,Wednesday
28-12-2023,12,2023,Q4,Thursday
29-12-2023,12,2023,Q4,Friday
30-12-2023,12,2023,Q4,Saturday
31-12-2023,12,2023,Q4,Sunday
